Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total_On_Board,Total_Fatal_Serious,Injury_Fraction,Destroyed,make_model
20001211X12176,Accident,LAX93LA183,1993-04-23,"NEEDLES, CA",United States,,,EED,NEEDLES,Non-Fatal,Substantial,N6292D,Cessna,172N,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,30-06-1994,3.0,0.0,0.0,False,Cessna 172N
20001211X12120,Accident,DEN93LA045,1993-04-23,"SHREVEPORT, LA",United States,,,DTN,DOWNTOWN MUNICIPAL,Non-Fatal,Substantial,N3917Z,Piper,PA-18-150,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-11-1993,2.0,0.0,0.0,False,Piper PA-18-150
20001211X12099,Accident,CHI93LA147,1993-04-23,"MIDDLE RIVER, MN",United States,,,,,Non-Fatal,Substantial,N81HF,Enstrom,F28F,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,03-11-1993,1.0,0.0,0.0,False,Enstrom F28F
20001211X12057,Accident,ANC93LA053,1993-04-23,"GOOSE BAY, AK",United States,,,Z40,GOOSE BAY,Non-Fatal,Substantial,N5077G,Cessna,A185F,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,26-09-1994,2.0,0.0,0.0,False,Cessna A185F
20001211X12243,Accident,SEA93FA102,1993-04-24,"DARRINGTON, WA",United States,,,,,Fatal(1),Destroyed,N1406Y,Cessna,172C,No,1,Piston,Personal,1.0,0.0,0.0,0.0,UNK,Descent,Probable Cause,26-09-1994,1.0,1.0,1.0,True,Cessna 172C
20001211X12100,Accident,CHI93LA148,1993-04-24,"YANKTON, SD",United States,,,,,Non-Fatal,Destroyed,N5548W,Piper,PA-28-160,No,1,Piston,Instructional,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,03-11-1993,2.0,2.0,1.0,True,Piper PA-28-160
20001211X12255,Accident,SEA93LA101,1993-04-24,"FOREST GROVE, OR",United States,,,,,Non-Fatal,Substantial,N9637P,Piper,PA-25-235,No,1,Piston,Aerial Application,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,10-02-1994,1.0,1.0,1.0,False,Piper PA-25-235
20001211X12157,Accident,LAX93FA186,1993-04-25,"TUCSON, AZ",United States,,,TUS,TUCSON,Fatal(2),Destroyed,N158WB,Beech,58,No,2,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,19-11-1993,2.0,2.0,1.0,True,Beech 58
20001211X12180,Accident,LAX93LA192,1993-04-25,"TUCSON, AZ",United States,,,E14,AVRA VALLEY,Non-Fatal,Substantial,N8813T,Cessna,182C,Yes,1,Piston,Other Work Use,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,2.0,0.0,0.0,False,Cessna 182C
20001211X12158,Accident,LAX93FA190,1993-04-25,"BULLHEAD CITY, AZ",United States,,,,,Non-Fatal,Substantial,N6698A,Cessna,172,No,1,Piston,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,30-06-1994,3.0,0.0,0.0,False,Cessna 172
20001211X12122,Accident,DEN93LA048,1993-04-25,"NEWARK, TX",United States,,,4TA2,KENNETH COPELAND,Non-Fatal,Substantial,N2510F,Champion,7ECA,No,1,Piston,Instructional,0.0,0.0,2.0,0.0,VMC,Maneuvering,Probable Cause,03-11-1993,2.0,0.0,0.0,False,Champion 7ECA
20001211X12102,Accident,CHI93LA154,1993-04-25,"LAKE VILLAGE, IN",United States,,,,,Non-Fatal,Substantial,N4559U,Cessna,150D,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,03-11-1993,1.0,0.0,0.0,False,Cessna 150D
20001211X12202,Accident,MIA93LA110,1993-04-26,"MIAMI, FL",United States,,,,,Non-Fatal,,N646DL,Boeing,757-232,No,2,Turbo Fan,Unknown,0.0,1.0,0.0,61.0,IMC,Descent,Probable Cause,03-11-1993,62.0,1.0,0.016129032258064516,False,Boeing 757-232
20001211X12113,Accident,DEN93FA047,1993-04-26,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Non-Fatal,Substantial,N14816,Mcdonnell Douglas,DC-9-82,No,2,Turbo Jet,Unknown,0.0,0.0,0.0,90.0,VMC,Approach,Probable Cause,30-06-1994,90.0,0.0,0.0,False,Mcdonnell Douglas DC-9-82
20001211X12177,Accident,LAX93LA187,1993-04-26,"LAS VEGAS, NV",United States,,,LAS,MACCARREN INTERANNATIONAL,Non-Fatal,Substantial,N83364,Piper,PA-28-181,No,1,Piston,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,19-11-1993,4.0,0.0,0.0,False,Piper PA-28-181
20001211X12121,Accident,DEN93LA046,1993-04-26,"MEEKER, CO",United States,,,2V3,MEEKER,Non-Fatal,Substantial,N4472R,Cessna,172M,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-10-1993,1.0,0.0,0.0,False,Cessna 172M
20001211X12059,Accident,ATL93FA082B,1993-04-27,"STATESBORO, GA",United States,,,TBR,STATESBORO MUNICIPAL,Fatal(2),Destroyed,N47WD,Cessna,414A,No,2,Piston,Personal,2.0,1.0,1.0,0.0,VMC,Landing,Probable Cause,02-12-1994,4.0,3.0,0.75,True,Cessna 414A
20001211X12209,Accident,MIA93WA113,1993-04-27,"MIDDLE CAICOS, TURKS AND CAICOS ISLANDS",Turks And Caicos Islands,,,,,Non-Fatal,Substantial,N666L,Cessna,401,No,2,Piston,Unknown,0.0,0.0,0.0,6.0,VMC,,Foreign,06-11-1995,6.0,0.0,0.0,False,Cessna 401
20001211X12114,Accident,DEN93FA049,1993-04-27,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Non-Fatal,Substantial,N72822,Mcdonnell Douglas,DC-9-82,No,2,Turbo Jet,Unknown,0.0,0.0,2.0,119.0,VMC,Landing,Probable Cause,30-06-1994,121.0,0.0,0.0,False,Mcdonnell Douglas DC-9-82
20001211X12074,Accident,ATL93LA083,1993-04-27,"MYRTLE BEACH, SC",United States,,,,,Non-Fatal,Substantial,N96DM,Bell,206B,No,1,Turbo Shaft,Unknown,0.0,1.0,0.0,3.0,VMC,Landing,Probable Cause,19-11-1993,4.0,1.0,0.25,False,Bell 206B
20001211X12236,Accident,NYC93LA093,1993-04-27,"MURRAYSVILLE, PA",United States,,,,,Non-Fatal,Substantial,N2618Z,Robinson,R22B,No,1,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,03-12-1993,2.0,0.0,0.0,False,Robinson R22B
20001211X12203,Accident,MIA93LA111,1993-04-27,"ORLANDO, FL",United States,,,ORL,ORLANDO EXECUTIVE,Non-Fatal,Substantial,N51202,Cessna,172P,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-12-1993,2.0,0.0,0.0,False,Cessna 172P
20001211X12179,Accident,LAX93LA189,1993-04-27,"SACRAMENTO, CA",United States,,,,,Non-Fatal,Substantial,N8307K,Schweizer,G-164B,No,1,Piston,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,30-06-1994,1.0,1.0,1.0,False,Schweizer G-164B
20001211X12059,Accident,ATL93FA082A,1993-04-27,"STATESBORO, GA",United States,,,TBR,STATESBORO MUNICIPAL,Fatal(2),Substantial,N9317L,American,AA-1A,No,1,Piston,Instructional,2.0,1.0,1.0,0.0,VMC,Landing,Probable Cause,02-12-1994,4.0,3.0,0.75,False,American AA-1A
20001211X12123,Accident,DEN93LA051,1993-04-28,"TRUMAN, AR",United States,,,,,Non-Fatal,Destroyed,N31182,Grumman,G-164A,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,03-11-1993,1.0,0.0,0.0,True,Grumman G-164A
20001211X12105,Accident,CHI93MA143,1993-04-28,"SHELTON, NE",United States,,,,,Fatal(2),Destroyed,N115GP,Beech,C99,No,2,Turboprop,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,10-05-1994,2.0,2.0,1.0,True,Beech C99
20001211X12204,Accident,MIA93LA112,1993-04-28,"LA BELLE, FL",United States,,,X14,LA BELLE MUNICIPAL,Non-Fatal,Substantial,N5712Z,Piper,PA-22-108,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-11-1993,1.0,0.0,0.0,False,Piper PA-22-108
20001211X12184,Accident,LAX93LA209,1993-04-28,,American Samoa,,,,,Non-Fatal,Substantial,N1437,Bell,47-G2,No,1,Piston,Aerial Observation,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,2.0,0.0,0.0,False,Bell 47-G2
20001211X12183,Accident,LAX93LA197,1993-04-28,"LAKEPORT, CA",United States,,,1O2,LAKEPORT,Non-Fatal,Substantial,N6273Q,Cessna,152,No,1,Piston,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,30-06-1994,1.0,0.0,0.0,False,Cessna 152
20001211X12149,Accident,FTW93LA140,1993-04-28,"PALACIOS, TX",United States,,,,,Non-Fatal,Substantial,N2880Z,Piper,PA-18A-150,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-09-1994,1.0,0.0,0.0,False,Piper PA-18A-150
20001211X12115,Accident,DEN93FA052,1993-04-29,"TELLURIDE, CO",United States,,,,,Fatal(2),Destroyed,N5650N,Beech,58,No,2,Piston,Positioning,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,31-08-1994,2.0,2.0,1.0,True,Beech 58
20001211X12084,Accident,CHI93FA149,1993-04-29,"VALLEY PARK, MO",United States,,,SUS,SPIRIT OF ST LOUIS,Fatal(2),Destroyed,N4939M,Cessna,421B,No,2,Piston,Unknown,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,30-08-1994,2.0,2.0,1.0,True,Cessna 421B
20001211X12075,Accident,ATL93LA084,1993-04-29,"HAMILTON, AL",United States,,,,,Non-Fatal,Destroyed,N9696,Grumman,G-164A,No,1,Piston,Ferry,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,13-10-1993,1.0,0.0,0.0,True,Grumman G-164A
20001211X12058,Accident,ANC93LA055,1993-04-29,"DELTA JUNCTION, AK",United States,,,,,Fatal(1),Destroyed,N2578P,Piper,PA-18,No,1,Piston,Business,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,04-05-1994,2.0,2.0,1.0,True,Piper PA-18
20001211X12181,Accident,LAX93LA193,1993-04-29,"SANTA MONICA, CA",United States,,,SMO,SANTA MONICA MUNI,Non-Fatal,Substantial,N401KA,Cessna,172N,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,19-11-1993,2.0,0.0,0.0,False,Cessna 172N
20001211X12076,Accident,ATL93LA085,1993-04-29,"ARDEN, NC",United States,,,NONE,AVERYS CREEK,Non-Fatal,Substantial,N2971J,Cessna,150G,No,1,Piston,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,03-11-1993,2.0,0.0,0.0,False,Cessna 150G
20001211X12182,Accident,LAX93LA194,1993-04-30,"OAKLAND, CA",United States,,,OAK,OAKLAND INTL AIRPORT,Non-Fatal,Destroyed,N731HP,Cessna,P210N,No,1,Piston,Personal,0.0,1.0,0.0,0.0,VMC,Climb,Probable Cause,30-06-1994,1.0,1.0,1.0,True,Cessna P210N
20001211X12159,Incident,LAX93IA198,1993-04-30,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,Incident,Minor,N803DE,Mcdonnell Douglas,MD-11,No,3,Turbo Fan,Unknown,0.0,0.0,0.0,277.0,VMC,Landing,Probable Cause,30-08-1994,277.0,0.0,0.0,False,Mcdonnell Douglas MD-11
20001211X12151,Accident,FTW93LA145,1993-04-30,"BROOKSHIRE, TX",United States,,,27XS,SPORTY FLYER,Non-Fatal,Substantial,N48AA,Cessna,310H,No,2,Piston,Personal,0.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,26-08-1994,1.0,0.0,0.0,False,Cessna 310H
20001211X12150,Accident,FTW93LA144,1993-04-30,"ANAHUAC, TX",United States,,,NONE,SATELLITE STRIP,Non-Fatal,Substantial,N7485,Grumman,G-164A,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,25-10-1993,1.0,0.0,0.0,False,Grumman G-164A
20001211X12103,Accident,CHI93LA155,1993-04-30,"GREEN BAY, WI",United States,,,8W1,ANTONNEAU,Non-Fatal,Substantial,N5644D,Maule,M5,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-10-1993,2.0,0.0,0.0,False,Maule M5
20001211X12101,Accident,CHI93LA150,1993-04-30,"OSHKOSH, WI",United States,,,OSH,OSHKOSH-WITTMAN FIELD,Non-Fatal,Substantial,N50963,Cessna,U206F,No,1,Piston,Business,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,24-06-1994,2.0,0.0,0.0,False,Cessna U206F
20001211X12413,Accident,LAX93GA195,1993-05-01,"SEDONA, AZ",United States,,,SEZ,SEDONA,Fatal(2),Destroyed,N201GK,Mooney,M20J,No,1,Piston,Public Aircraft,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,02-12-1994,2.0,2.0,1.0,True,Mooney M20J
20001211X12370,Accident,DEN93FA053,1993-05-01,"MOUNT IDA, AR",United States,,,,,Fatal(2),Destroyed,N530N,Beech,65-A90,No,2,Turboprop,Personal,2.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,04-05-1994,2.0,2.0,1.0,True,Beech 65-A90
20001211X12336,Accident,CHI93FA153,1993-05-01,"DE KALB, IL",United States,,,DKB,DEKALB TAYLOR MUNICIPAL,Fatal(2),Destroyed,N6783G,Cessna,150L,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-07-1994,2.0,2.0,1.0,True,Cessna 150L
20001211X12388,Accident,FTW93LA147,1993-05-01,"BENTONVILLE, AR",United States,,,,,Non-Fatal,Substantial,N6465K,Raven,S-55A,No,0,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Standing,Probable Cause,25-10-1993,3.0,0.0,0.0,False,Raven S-55A
20001211X12296,Accident,BFO93LA064,1993-05-01,"XENIA, OH",United States,,,,,Non-Fatal,Substantial,N665M,Beech,E18S,No,2,Piston,Unknown,0.0,0.0,0.0,10.0,VMC,Takeoff,Probable Cause,18-03-1994,10.0,0.0,0.0,False,Beech E18S
20001211X12264,Accident,ANC93LA059,1993-05-01,"KASIGLUK, AK",United States,,,Z09,KASIGLUK,Non-Fatal,Substantial,N6332D,Cessna,172,No,1,Piston,Unknown,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,18-08-1994,4.0,0.0,0.0,False,Cessna 172
20001211X12297,Accident,BFO93LA065,1993-05-01,"TURNER FALLS, MA",United States,,,0B5,TURNER FALLS,Non-Fatal,Substantial,N49394,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-10-1993,1.0,0.0,0.0,False,Cessna 152
20001211X12452,Accident,MIA93LA114,1993-05-02,"FORT LAUDERDALE, FL",United States,,,,,Non-Fatal,Destroyed,N7656Q,Cessna,310Q,No,2,Piston,Unknown,0.0,0.0,2.0,1.0,VMC,Cruise,Probable Cause,03-12-1993,3.0,0.0,0.0,True,Cessna 310Q
20001211X12256,Accident,ANC93FA056,1993-05-02,"COPPER HARBOR, AK",United States,,,,,Fatal(1),Destroyed,N204AQ,Bell,204B,No,1,Turbo Shaft,Unknown,1.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,02-12-1994,2.0,1.0,0.5,True,Bell 204B
20001211X12468,Accident,MIA93WA117,1993-05-02,"FOWL CAY, BAHAMAS",Bahamas,,,,,Non-Fatal,Substantial,N6171M,Maule,M-5-235C,No,1,Piston,Personal,0.0,1.0,1.0,2.0,VMC,,Foreign,06-02-1995,4.0,1.0,0.25,False,Maule M-5-235C
20001211X12299,Accident,BFO93LA067,1993-05-02,"WILLIMANTIC, CT",United States,,,IJD,WINDHAM AIRPORT,Non-Fatal,Substantial,N81529,Piper,PA-28RT-201,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,15-11-1993,1.0,0.0,0.0,False,Piper PA-28RT-201
20001211X12278,Accident,ATL93LA086,1993-05-02,"MACON, GA",United States,,,MAC,HERBERT SMART DOWNTOWN,Non-Fatal,Substantial,N9911M,Cessna,182P,No,1,Piston,Personal,0.0,2.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,4.0,2.0,0.5,False,Cessna 182P
20001211X12263,Accident,ANC93LA058,1993-05-02,"CHUGIAK, AK",United States,,,Z15,BIRCHWOOD,Non-Fatal,Substantial,N82231,Piper,PA-18,No,1,Piston,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-09-1994,1.0,0.0,0.0,False,Piper PA-18
20001211X12409,Accident,LAX93FA202,1993-05-03,"JACKSON, CA",United States,,,,,Fatal(1),Destroyed,N9494B,Cessna,175,No,1,Piston,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,30-09-1994,1.0,1.0,1.0,True,Cessna 175
20001211X12386,Accident,FTW93LA142,1993-05-03,"WACO, TX",United States,,,,,Non-Fatal,Substantial,N46285,Cessna,152,No,1,Piston,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,25-10-1993,2.0,0.0,0.0,False,Cessna 152
20001211X12467,Accident,MIA93WA115,1993-05-04,"WEST END, Bahamas",Bahamas,,,,,Non-Fatal,Destroyed,N96RJ,Piper,PA-32R-300,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,,Foreign,06-02-1995,2.0,0.0,0.0,True,Piper PA-32R-300
20001211X12337,Accident,CHI93FA158,1993-05-04,"LONE ROCK, WI",United States,,,LNR,TRI-COUNTY REGIONAL,Fatal(1),Destroyed,N80CB,Beech,E-18S,No,2,Piston,Unknown,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,25-07-1994,1.0,1.0,1.0,True,Beech E-18S
20001211X12347,Accident,CHI93LA160,1993-05-04,"MUSKEGON, MI",United States,,,MKG,MUSKEGON COUNTY,Non-Fatal,Substantial,N254AT,Aerospatiale,ATR-42-300,No,2,Turboprop,Unknown,0.0,0.0,0.0,44.0,VMC,Landing,Probable Cause,03-11-1993,44.0,0.0,0.0,False,Aerospatiale ATR-42-300
20001211X12453,Accident,MIA93LA116,1993-05-04,"FORT MYERS, FL",United States,,,FMY,PAGE FIELD,Non-Fatal,Substantial,N2312W,Beech,A23A,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,03-11-1993,2.0,0.0,0.0,False,Beech A23A
20001211X12389,Accident,FTW93LA148,1993-05-04,"LOOKEBA, OK",United States,,,,,Non-Fatal,Substantial,N424OX,Rockwell,S-2R,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,17-05-1994,1.0,0.0,0.0,False,Rockwell S-2R
20001211X12301,Accident,BFO93LA069,1993-05-04,"CLARKSBURG, WV",United States,,,,BENEDUM FIELD,Non-Fatal,Substantial,N130AT,Beech,B100,No,2,Turboprop,Business,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,13-10-1993,1.0,0.0,0.0,False,Beech B100
20001211X12279,Accident,ATL93LA087,1993-05-04,"APEX, NC",United States,,,,,Non-Fatal,Substantial,N761CQ,Cessna,210M,No,1,Piston,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,02-12-1994,1.0,0.0,0.0,False,Cessna 210M
20001211X12451,Incident,MIA93IA120,1993-05-05,"DAYTONA BEACH, FL",United States,,,44J,SPRUCE CREEK,Incident,Minor,N21427,Piper,PA-44-180,No,2,Piston,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-06-1994,2.0,0.0,0.0,False,Piper PA-44-180
20001211X12417,Accident,LAX93LA200,1993-05-05,"BIGGS, CA",United States,,,,,Fatal(1),Destroyed,N5249,Grumman,164A,No,1,Piston,Aerial Application,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,30-08-1994,1.0,1.0,1.0,True,Grumman 164A
20001211X12338,Accident,CHI93FA161,1993-05-05,"PAOLI, IN",United States,,,I42,PAOLI MUNI.,Fatal(1),Destroyed,N2487T,Piper,PA-28-140,No,1,Piston,Instructional,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,20-10-1994,1.0,1.0,1.0,True,Piper PA-28-140
20001211X12426,Accident,LAX93LA211,1993-05-05,"RAMONA, CA",United States,,,L39,RAMONA,Non-Fatal,Substantial,N76194,Cessna,140,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,22-06-1994,2.0,0.0,0.0,False,Cessna 140
20001211X12419,Accident,LAX93LA203,1993-05-05,"DAVIS, CA",United States,,,,,Non-Fatal,Substantial,N80156,Robinson,R-22,No,1,Piston,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,18-02-1994,2.0,0.0,0.0,False,Robinson R-22
20001211X12349,Accident,CHI93LA163,1993-05-05,"RICE LAKE, WI",United States,,,RIE,RICE LAKE,Non-Fatal,Substantial,N61306,Cessna,150J,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-10-1993,1.0,0.0,0.0,False,Cessna 150J
20001211X12346,Accident,CHI93LA159,1993-05-05,"GRAND FORKS, ND",United States,,,6NA9,SKY RANCH,Non-Fatal,Substantial,N7504D,Schweizer,269C,No,1,Piston,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,15-11-1993,1.0,0.0,0.0,False,Schweizer 269C
20001211X12257,Accident,ANC93FA060,1993-05-06,"HOLY CROSS, AK",United States,,,,,Non-Fatal,Destroyed,N70364,Cessna,207,No,1,Piston,Positioning,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,17-05-1994,1.0,0.0,0.0,True,Cessna 207
20001211X12420,Accident,LAX93LA204,1993-05-06,"PIXLEY, CA",United States,,,Q90,PIXLEY,Non-Fatal,Substantial,N4749Y,Piper,PA-25-260,No,1,Piston,Instructional,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,30-06-1994,1.0,1.0,1.0,False,Piper PA-25-260
20001211X12424,Accident,LAX93LA208,1993-05-07,"CORONA, CA",United States,,,,,Non-Fatal,Destroyed,N4071G,Robinson,R-22,No,1,Piston,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,30-06-1994,2.0,0.0,0.0,True,Robinson R-22
20001211X12350,Accident,CHI93LA166,1993-05-08,"HOUGHTON LAKE, MI",United States,,,,,Non-Fatal,Destroyed,N7303M,Cessna,175,No,1,Piston,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,03-11-1993,2.0,0.0,0.0,True,Cessna 175
20001211X12305,Accident,BFO93LA074,1993-05-08,"TOWANDA, PA",United States,,,N27,TOWANDA,Non-Fatal,Destroyed,N3914F,Cessna,172,No,1,Piston,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-10-1993,2.0,2.0,1.0,True,Cessna 172
20001211X12473,Accident,SEA93LA106,1993-05-08,"FORT BENTON, MT",United States,,,,,Non-Fatal,Substantial,N56542,Piper,PA-36,No,1,Piston,Aerial Application,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,03-12-1993,1.0,0.0,0.0,False,Piper PA-36
20001211X12470,Accident,SEA93LA103,1993-05-08,"KAPOWSIN, WA",United States,,,,KAPOWSIN,Non-Fatal,Substantial,N9534H,Cessna,172M,No,1,Piston,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,19-11-1993,2.0,0.0,0.0,False,Cessna 172M
20001211X12454,Accident,MIA93LA118,1993-05-08,"MIMS, FL",United States,,,,,Non-Fatal,Substantial,N63012,Cessna,172P,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,03-11-1993,1.0,0.0,0.0,False,Cessna 172P
20001211X12425,Accident,LAX93LA210,1993-05-08,"REEDLEY, CA",United States,,,O32,REEDLEY,Non-Fatal,Substantial,N4149J,Piper,PA-28-140,No,1,Piston,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-06-1994,1.0,0.0,0.0,False,Piper PA-28-140
20001211X12306,Accident,BFO93LA075,1993-05-08,"FALMOUTH, KY",United States,,,KY62,FALMOUTH-GENE SNYDER,Non-Fatal,Substantial,N1329E,Cessna,172N,No,1,Piston,Personal,0.0,2.0,2.0,0.0,VMC,Landing,Probable Cause,13-10-1993,4.0,2.0,0.5,False,Cessna 172N
20001211X12304,Accident,BFO93LA073,1993-05-08,"CHESTERFIELD, VA",United States,,,,,Non-Fatal,Substantial,N82836,Piper,PA-28-181,No,1,Piston,Personal,0.0,0.0,1.0,2.0,VMC,Cruise,Probable Cause,19-11-1993,3.0,0.0,0.0,False,Piper PA-28-181
20001211X12303,Accident,BFO93LA072,1993-05-08,"SIMSBURY, CT",United States,,,4B9,SIMSBURY,Non-Fatal,Substantial,N47448,Piper,PA-34-200T,No,2,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-05-1994,1.0,0.0,0.0,False,Piper PA-34-200T
20001211X12381,Accident,FTW93FA150,1993-05-09,"LIBERTY HILL, TX",United States,,,,,Fatal(2),Destroyed,N63574,Cessna,150M,No,1,Piston,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,30-06-1994,2.0,2.0,1.0,True,Cessna 150M
20001211X12339,Accident,CHI93FA165,1993-05-09,"GENOA, NE",United States,,,97Y,GENOA MUNICIPAL AIRPORT,Fatal(3),Destroyed,N9222G,Cessna,182N,No,1,Piston,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,17-08-1994,3.0,3.0,1.0,True,Cessna 182N
20001211X12422,Accident,LAX93LA206,1993-05-09,"REDLANDS, CA",United States,,,L12,REDLANDS MUNICIPAL,Non-Fatal,Substantial,N5810L,Grumman,AA-5,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,18-02-1994,1.0,0.0,0.0,False,Grumman AA-5
20001211X12421,Accident,LAX93LA205,1993-05-09,"PLACERVILLE, CA",United States,,,,SWANSBORO AIRPORT,Non-Fatal,Substantial,N2171C,Cessna,195B,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,15-11-1993,1.0,0.0,0.0,False,Cessna 195B
20001211X12352,Accident,CHI93LA169,1993-05-09,"GARDEN CITY, KS",United States,,,,,Non-Fatal,Substantial,N731DD,Cessna,A188B,No,1,Piston,Aerial Application,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,15-11-1993,1.0,1.0,1.0,False,Cessna A188B
20001211X12312,Accident,BFO93LA081,1993-05-09,"MARLBORO, MA",United States,,,9B1,MARLBORO,Non-Fatal,Substantial,N2894V,Cessna,150M,No,1,Piston,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-10-1993,1.0,0.0,0.0,False,Cessna 150M
